Certification,View,Comment_num,Date,Name,Fans,Video_Index,Comment_Text,Censor_Score,Topic,Certification_Type,Emotion_Detail,Sentiment_Label
1,274000,917,"(2024, 11, 2)",蓝星人-ET,1135236,176,吃瓜吃到自己家？,8,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,2751000,32000,"(2019, 8, 7)",浙江共青团,1543514,24,以暴制暴,5,Hong Kong Protests,Government,厌恶,negative
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,这是人还有的思维？即便是不爱国的人，最起码也要考虑自己从哪里来的！,8,Hong Kong Protests,Influencer,厌恶,negative
0,609000,2146,"(2022, 1, 8)",陌路狂欢GO,15838,147,好家伙,2,Hong Kong Protests,None,喜欢,positive
0,398000,1427,"(2023, 9, 28)",春典JARGON,180958,90,这阿sir京片子挺脆啊,9,Hong Kong Protests,None,喜欢,positive
0,252000,1299,"(2024, 12, 9)",DJ_HUMBLE,25979,12,表面好而已，实质出勤不出力。,4,Hong Kong Protests,None,厌恶,negative
0,398000,1427,"(2023, 9, 28)",春典JARGON,180958,90,看过照片，帅个锤子,1,Hong Kong Protests,None,喜欢,positive
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,9,Hong Kong Protests,Famous Content Creator,悲伤,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,锡安长老会计划,8,Hong Kong Protests,Famous Content Creator,喜欢,positive
4,1325000,3509,"(2019, 10, 11)",青春山东,461528,161,勿谓言之不预,5,Hong Kong Protests,Government,厌恶,negative
4,497000,2488,"(2019, 8, 23)",浙江共青团,1543514,67,好气啊！,5,Hong Kong Protests,Government,生气,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,这是蟑螂窝吗？,9,Hong Kong Protests,Media,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,开始对线,6,Hong Kong Protests,Government,厌恶,negative
4,429000,1937,"(2019, 11, 5)",广东共青团,1724625,86,拿个手机照着就是记者?,3,Hong Kong Protests,Government,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,说的对,6,Hong Kong Protests,Influencer,厌恶,negative
5,29000,473,"(2020, 7, 28)",国防时报TV,1618482,9,我血压已经拉满,8,Hong Kong Protests,Media,开心,positive
5,45000,108,"(2019, 8, 24)",中国日报,2994317,74,垃圾！↓,6,Hong Kong Protests,Media,厌恶,negative
6,4351000,15000,"(2023, 4, 18)",中国反邪教,717685,157,卧槽,7,Hong Kong Protests,Organization,厌恶,negative
4,1588000,6341,"(2019, 11, 11)",青春山东,461528,136,良心不会痛吗？,7,Hong Kong Protests,Government,厌恶,negative
4,3325000,52000,"(2019, 7, 28)",广东共青团,1724625,149,此生无悔入华夏，来世还做中国人,10,Hong Kong Protests,Government,喜欢,positive
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,伊朗政教一体   全是逊尼派,2,Hong Kong Protests,Government,厌恶,negative
5,938000,2435,"(2020, 5, 27)",央视新闻,20926845,60,重庆粗口,8,Hong Kong Protests,Media,厌恶,negative
6,4351000,15000,"(2023, 4, 18)",中国反邪教,717685,157,那会记得特别清楚,6,Hong Kong Protests,Organization,喜欢,positive
4,565000,4642,"(2019, 9, 1)",广东共青团,1724625,68,挠斯,5,Hong Kong Protests,Government,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,这才是真正的好外国人,7,Hong Kong Protests,Media,喜欢,positive
4,564000,2060,"(2020, 6, 13)",广东共青团,1724625,44,收皮啦,4,Hong Kong Protests,Government,开心,positive
0,252000,1299,"(2024, 12, 9)",DJ_HUMBLE,25979,12,雀食，本地人去都超級無敵差，我去深圳消費了都,3,Hong Kong Protests,None,厌恶,negative
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,亨利大爷,7,Hong Kong Protests,Media,喜欢,positive
0,154000,827,"(2024, 8, 12)",油管小师妹,29134,8,坐牢的都是打手，都无钱,8,Hong Kong Protests,None,厌恶,negative
5,501000,271,"(2019, 9, 6)",央视网,4775155,153,憨憨，哈哈哈嗝,10,Hong Kong Protests,Media,开心,positive
4,1447000,23000,"(2019, 8, 13)",青春山东,461528,121,一群人渣,5,Hong Kong Protests,Government,厌恶,negative
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,☆☆★★★,7,Hong Kong Protests,Government,厌恶,negative
4,3592000,9369,"(2019, 12, 23)",浙江共青团,1543515,120,中国“人”粗口,6,Hong Kong Protests,Government,厌恶,negative
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,？,7,Hong Kong Protests,Influencer,厌恶,negative
4,1950000,44000,"(2019, 8, 17)",共青团中央,11416573,130,老不死,6,Hong Kong Protests,Government,悲伤,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,尊重？？？,2,Hong Kong Protests,Influencer,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,乌合之众,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,782000,3330,"(2025, 2, 18)",不挑瓜的猫堡,20368,65,正常，对于不确定性趋利避害只是人性,10,Hong Kong Protests,None,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,Wc我都要气死了 这群报应 ,9,Hong Kong Protests,Government,生气,negative
4,429000,1937,"(2019, 11, 5)",广东共青团,1724625,86,死肥婆,5,Hong Kong Protests,Government,厌恶,negative
4,1777000,4365,"(2019, 10, 22)",浙江共青团,1543515,158,野狗,8,Hong Kong Protests,Government,喜欢,positive
5,182000,720,"(2019, 12, 2)",中国日报,2994317,33,好心疼啊,8,Hong Kong Protests,Media,悲伤,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,心疼,5,Hong Kong Protests,Media,悲伤,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,能不能放过动物，这群变态,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
2,1456000,6814,"(2021, 4, 21)",卢克文工作室,4368332,7,北京出面你还想闹腾,7,Hong Kong Protests,Influencer,厌恶,negative
0,51000,85,"(2024, 8, 6)",油管小师妹,29134,59,隔海支持蘇格蘭獨立建國，脫離英格蘭掌控，獨立自主才能過上幸福生活。,9,Hong Kong Protests,None,喜欢,positive
4,1574000,4206,"(2019, 11, 12)",浙江共青团,1543514,14,送豫章书院,8,Hong Kong Protests,Government,喜欢,positive
5,1852000,1901,"(2019, 11, 23)",央视新闻,20926845,54,龙叔,7,Hong Kong Protests,Media,喜欢,positive
4,4898000,11000,"(2019, 11, 17)",浙江共青团,1543514,72,妈呀这个胸肌！！,7,Hong Kong Protests,Government,惊讶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,6,Hong Kong Protests,Famous Content Creator,悲伤,negative
4,3325000,52000,"(2019, 7, 28)",广东共青团,1724625,149,鸡皮疙瘩都起来了,6,Hong Kong Protests,Government,厌恶,negative
4,2866000,2482,"(2019, 11, 8)",浙江共青团,1543514,81,挺你！,6,Hong Kong Protests,Government,喜欢,positive
5,294000,1578,"(2019, 9, 9)",中国日报,2994317,26,这犯罪成本太低了,3,Hong Kong Protests,Media,厌恶,negative
5,10189000,34000,"(2018, 11, 21)",观察者网,7368397,117,poor guy仔,5,Hong Kong Protests,Media,厌恶,negative
1,1280000,9914,"(2024, 6, 16)",人间放映厅,1153155,113,这个是串串吧,9,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,142000,587,"(2019, 12, 3)",广东共青团,1724625,52,装屁,10,Hong Kong Protests,Government,厌恶,negative
5,2757000,3649,"(2019, 10, 13)",央视网,4775152,75,口,5,Hong Kong Protests,Media,厌恶,negative
5,7810000,71000,"(2021, 2, 19)",央视新闻,20926850,96,致敬英雄,5,Hong Kong Protests,Media,喜欢,positive
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,拿枪扫射啊！枪是干嘛的,7,Hong Kong Protests,Government,生气,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,致敬,7,Hong Kong Protests,Media,喜欢,positive
5,10189000,34000,"(2018, 11, 21)",观察者网,7368397,117,哈哈哈哈，好骂,9,Hong Kong Protests,Media,开心,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,人美心善本人,8,Hong Kong Protests,Media,喜欢,positive
0,182000,525,"(2024, 8, 25)",装董百科,20832,127,别癫,3,Hong Kong Protests,None,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,额，我收回前言，原来是受害者,5,Hong Kong Protests,Government,生气,negative
4,3486000,5414,"(2021, 7, 14)",广东共青团,1724625,139,通通杀无赦！,6,Hong Kong Protests,Government,厌恶,negative
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,也不担心他们的家人吗,6,Hong Kong Protests,Media,厌恶,negative
0,51000,85,"(2024, 8, 6)",油管小师妹,29134,59,自由,3,Hong Kong Protests,None,喜欢,positive
4,3592000,9369,"(2019, 12, 23)",浙江共青团,1543515,120,江苏粗口，这些人就是闲的,6,Hong Kong Protests,Government,厌恶,negative
2,2010000,3539,"(2021, 4, 19)",卢克文工作室,4368336,58,这人渣,5,Hong Kong Protests,Influencer,厌恶,negative
4,564000,2060,"(2020, 6, 13)",广东共青团,1724625,44,过完圣诞，农历年，复活节都陪你,8,Hong Kong Protests,Government,喜欢,positive
5,2757000,3649,"(2019, 10, 13)",央视网,4775152,75,？？？？？？,9,Hong Kong Protests,Media,厌恶,negative
5,501000,271,"(2019, 9, 6)",央视网,4775155,153,你上个屁学,7,Hong Kong Protests,Media,厌恶,negative
0,666000,3148,"(2021, 11, 3)",虎哥历史,18869,126,他们忘记了紫石英号,4,Hong Kong Protests,None,悲伤,negative
4,1044000,3825,"(2019, 11, 2)",广东共青团,1724625,22,给洗脑了那群,5,Hong Kong Protests,Government,厌恶,negative
4,1394000,11000,"(2019, 10, 27)",共青团中央,11416573,31,我严重怀疑他想退翻内地教育就是因为太难了而他太学渣了,9,Hong Kong Protests,Government,厌恶,negative
0,609000,2146,"(2022, 1, 8)",陌路狂欢GO,15838,147,什么叫才29，那时候女艺人三十多都退圈了，哪像现在三十多还像个巨婴,10,Hong Kong Protests,None,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,制度原因,3,Hong Kong Protests,Influencer,厌恶,negative
4,3325000,52000,"(2019, 7, 28)",广东共青团,1724625,149,好帅啊我的天呐,9,Hong Kong Protests,Government,喜欢,positive
4,210000,390,"(2019, 8, 30)",浙江共青团,1543515,101,加油,7,Hong Kong Protests,Government,喜欢,positive
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,送他去福岛喝核废水,10,Hong Kong Protests,Media,厌恶,negative
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,就这？？,6,Hong Kong Protests,Media,厌恶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,7,Hong Kong Protests,Famous Content Creator,悲伤,negative
4,1046000,9192,"(2019, 11, 18)",安徽共青团,472282,39,画得真漂亮，给画师点赞,10,Hong Kong Protests,Government,喜欢,positive
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,因为反感所以拒绝去了解,7,Hong Kong Protests,Influencer,厌恶,negative
4,473000,314,"(2017, 2, 24)",共青团中央,11416573,133,外国法官滚蛋 法制被外国包皮猪把持 也是醉了,5,Hong Kong Protests,Government,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,牛!,7,Hong Kong Protests,Media,喜欢,positive
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70, 枪毙吧,5,Hong Kong Protests,Media,生气,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,正道之光,4,Hong Kong Protests,Media,喜欢,positive
6,4351000,15000,"(2023, 4, 18)",中国反邪教,717685,157,裁缝罢了,7,Hong Kong Protests,Organization,厌恶,negative
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,先不管他长得怎样好吗，长得怎样关我们屁事啊？,1,Hong Kong Protests,Government,厌恶,negative
0,2094000,560,"(2023, 5, 12)",东风吹过一路生花,2078,17,醉驾也是刑事案件，不是民事案件。,2,Hong Kong Protests,None,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,竞争？有自由？竞争难道不是血淋淋的嘛？,9,Hong Kong Protests,Influencer,厌恶,negative
5,938000,2435,"(2020, 5, 27)",央视新闻,20926845,60,上海脏话,6,Hong Kong Protests,Media,厌恶,negative
4,389000,1057,"(2019, 11, 23)",广东共青团,1724625,91,普通话标准,6,Hong Kong Protests,Government,厌恶,negative
4,1325000,3509,"(2019, 10, 11)",青春山东,461528,161,全都送去豫章书院,10,Hong Kong Protests,Government,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,那你什么时候休息呢 机器一直运转都会过载啦,6,Hong Kong Protests,None,厌恶,negative
4,372000,1826,"(2019, 11, 19)",广东共青团,1724625,37,LV奢侈品牌啊,6,Hong Kong Protests,Government,喜欢,positive
4,1044000,3825,"(2019, 11, 2)",广东共青团,1724625,22,他们不配,7,Hong Kong Protests,Government,厌恶,negative
4,185000,381,"(2019, 11, 23)",广东共青团,1724625,47,谢谢阿姨，巾帼英雄！！！！！！,6,Hong Kong Protests,Government,开心,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,555~，担心，开着防暴车撞他们呀，对这种人不需要手下留情吧…,7,Hong Kong Protests,Media,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,0000000000000000000000000000000000000000000000000000000000000000000000,7,Hong Kong Protests,None,厌恶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,自绿龟,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,平心而论，黄狗的演技没话说,4,Hong Kong Protests,None,厌恶,negative
4,3592000,9369,"(2019, 12, 23)",浙江共青团,1543515,120,就是戴口罩的人多了    你看他敢不敢露脸,7,Hong Kong Protests,Government,厌恶,negative
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,像这种要求我还是第一次见！,6,Hong Kong Protests,Influencer,厌恶,negative
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,这么难杀,2,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,831000,3949,"(2020, 6, 9)",观视频工作室,3926461,146,透彻啊,9,Hong Kong Protests,None,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,泪目,10,Hong Kong Protests,Media,悲伤,negative
5,10189000,34000,"(2018, 11, 21)",观察者网,7368397,117,牛逼,6,Hong Kong Protests,Media,喜欢,positive
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,李倩莲可还行,8,Hong Kong Protests,Famous Content Creator,喜欢,positive
4,594000,2542,"(2020, 6, 11)",广东共青团,1724625,15,不是一开始就觉悟了在撕标语的时候被打的吗？看啥了,10,Hong Kong Protests,Government,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,扩散了,7,Hong Kong Protests,None,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,智力问题,6,Hong Kong Protests,Famous Content Creator,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,传销嘛这就是,7,Hong Kong Protests,Famous Content Creator,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,很多人喜欢沉默，以为可以带来好处,7,Hong Kong Protests,Famous Content Creator,喜欢,positive
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,工作室的主要工作还是搬砖吗？,9,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,48000,94,"(2021, 12, 13)",秀谷官,9174,138,灭美日，天下和。,3,Hong Kong Protests,None,喜欢,positive
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,呸,10,Hong Kong Protests,Government,厌恶,negative
4,3325000,52000,"(2019, 7, 28)",广东共青团,1724625,149,很有创意 连站位都像拍抗日电视剧,7,Hong Kong Protests,Government,喜欢,positive
0,242000,832,"(2025, 2, 16)",史提缤纷周,5966,166,笑len死,6,Hong Kong Protests,None,开心,positive
4,429000,1937,"(2019, 11, 5)",广东共青团,1724625,86,后狗仔不是记者,4,Hong Kong Protests,Government,厌恶,negative
0,15000,9,"(2025, 1, 23)",很紧张的频道,2123,103,屠夫守尸,10,Hong Kong Protests,None,厌恶,negative
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,水炮车的水全换成开水,9,Hong Kong Protests,Government,厌恶,negative
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,如果他们没有押错宝，可能还需要一段时间,9,Hong Kong Protests,Media,厌恶,negative
0,782000,3330,"(2025, 2, 18)",不挑瓜的猫堡,20368,65,明智,6,Hong Kong Protests,None,喜欢,positive
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,这个世界可以也仅有中国青年可以自豪,6,Hong Kong Protests,Influencer,喜欢,positive
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,都不信,8,Hong Kong Protests,Influencer,厌恶,negative
4,1950000,44000,"(2019, 8, 17)",共青团中央,11416573,130,真的吃饱了撑着 那些人渣！,7,Hong Kong Protests,Government,开心,positive
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,光看视频都想揍他们,10,Hong Kong Protests,Government,厌恶,negative
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,派军队吧,9,Hong Kong Protests,Government,厌恶,negative
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,加油！,10,Hong Kong Protests,Government,喜欢,positive
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,非常有戏。,2,Hong Kong Protests,Influencer,喜欢,positive
1,1280000,9914,"(2024, 6, 16)",人间放映厅,1153155,113,你是否在找：《马可波罗游记》,9,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,真的很不理解为什么不开枪。。。？,9,Hong Kong Protests,Government,厌恶,negative
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,哈哈哈哈哈哈哈,7,Hong Kong Protests,Government,开心,positive
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,撞死它们！,5,Hong Kong Protests,Government,生气,negative
4,370000,2701,"(2019, 8, 22)",共青团中央,11416573,36,☆☆☆★★,10,Hong Kong Protests,Government,开心,positive
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,11,7,Hong Kong Protests,Influencer,厌恶,negative
0,473000,3433,"(2019, 8, 31)",观视频工作室,3926463,38,索罗斯,9,Hong Kong Protests,None,喜欢,positive
4,4898000,11000,"(2019, 11, 17)",浙江共青团,1543514,72,说演员的滚,8,Hong Kong Protests,Government,厌恶,negative
5,938000,2435,"(2020, 5, 27)",央视新闻,20926845,60,卢本伟脏话,8,Hong Kong Protests,Media,厌恶,negative
4,1950000,44000,"(2019, 8, 17)",共青团中央,11416573,130,奠,8,Hong Kong Protests,Government,厌恶,negative
5,182000,720,"(2019, 12, 2)",中国日报,2994317,33,年轻人都成年了，就算是大儿童也不能放过,9,Hong Kong Protests,Media,厌恶,negative
1,232000,283,"(2023, 9, 20)",X档案员,110436,174,应该是电视剧,2,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,1077000,4387,"(2019, 11, 15)",共青团中央,11416572,151,呸!,7,Hong Kong Protests,Government,生气,negative
0,242000,832,"(2025, 2, 16)",史提缤纷周,5966,166,老虎蟹都唔批,4,Hong Kong Protests,None,厌恶,negative
4,3325000,52000,"(2019, 7, 28)",广东共青团,1724625,149,男儿当子强出自将军令古曲,7,Hong Kong Protests,Government,喜欢,positive
2,2010000,3539,"(2021, 4, 19)",卢克文工作室,4368336,58,？？？,9,Hong Kong Protests,Influencer,厌恶,negative
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,辛苦了各位,5,Hong Kong Protests,Government,开心,positive
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,漂亮，一针见血,6,Hong Kong Protests,Famous Content Creator,喜欢,positive
4,1777000,4365,"(2019, 10, 22)",浙江共青团,1543515,158,这个服务员不知道这个顾客什么身份？哈哈哈！一伙的！,10,Hong Kong Protests,Government,开心,positive
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,唉，怎么培育了这么一群白眼狼，英国狗,6,Hong Kong Protests,Government,厌恶,negative
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,up主说了他妈,1,Hong Kong Protests,Famous Content Creator,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,乌鸦的声音,10,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,564000,2060,"(2020, 6, 13)",广东共青团,1724625,44,普莱斯队长,10,Hong Kong Protests,Government,喜欢,positive
4,1950000,44000,"(2019, 8, 17)",共青团中央,11416573,130,败类,5,Hong Kong Protests,Government,厌恶,negative
5,336000,99,"(2022, 5, 28)",央视新闻,20926844,46,漂亮国强烈的控制欲望，控制整个世界？,8,Hong Kong Protests,Media,厌恶,negative
5,2165000,4460,"(2019, 9, 1)",观察者网,7368397,53,事情结束了我就想问这些东西有没有抓起来,6,Hong Kong Protests,Media,厌恶,negative
0,609000,2146,"(2022, 1, 8)",陌路狂欢GO,15838,147,什么字幕啊,1,Hong Kong Protests,None,厌恶,negative
5,336000,99,"(2022, 5, 28)",央视新闻,20926844,46,没事美国走到头了,5,Hong Kong Protests,Media,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,跟看哥谭差不多的感受，黑暗,5,Hong Kong Protests,Government,厌恶,negative
4,3337000,7578,"(2019, 8, 29)",浙江共青团,1543514,77,钢铁洪流yyds ,10,Hong Kong Protests,Government,厌恶,negative
0,473000,3433,"(2019, 8, 31)",观视频工作室,3926463,38,说西部大开发，别走，臣附议,7,Hong Kong Protests,None,厌恶,negative
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,对面那个憨批还在那扔呢,7,Hong Kong Protests,Government,厌恶,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,这些捣乱分子 就应该严惩 但国家法不责众很无奈的事啊,7,Hong Kong Protests,Media,厌恶,negative
4,564000,2060,"(2020, 6, 13)",广东共青团,1724625,44,海底捞打钱,5,Hong Kong Protests,Government,厌恶,negative
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,笑死 上来就挑事儿,8,Hong Kong Protests,Famous Content Creator,开心,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,这是不给拍啊。示意这么久 ，所以这拍的不是军拍的,8,Hong Kong Protests,Government,厌恶,negative
0,97000,719,"(2024, 6, 5)",油管小师妹,29134,102,还挺乐观的,10,Hong Kong Protests,None,喜欢,positive
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,到了现在也整不明白莫言到底有什么著作能获诺贝尔文学奖,7,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,200000,362,"(2024, 1, 1)",DJ_HUMBLE,25979,34,其实港警一直都系甘做噶啦，你之前未见过啊捏？~··~,4,Hong Kong Protests,None,开心,positive
4,2162000,8725,"(2019, 7, 23)",广东共青团,1724625,155,粤语粗口,7,Hong Kong Protests,Government,厌恶,negative
4,497000,2488,"(2019, 8, 23)",浙江共青团,1543514,67,我爱中国,6,Hong Kong Protests,Government,喜欢,positive
5,1992000,16000,"(2019, 11, 20)",央视新闻,20926845,66,美国弟弟美国弟弟美国弟弟美国弟弟美国弟弟美国弟弟美国弟弟美国弟弟,9,Hong Kong Protests,Media,喜欢,positive
1,1280000,9914,"(2024, 6, 16)",人间放映厅,1153155,113,好歹有份工作,7,Hong Kong Protests,Famous Content Creator,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,围而不攻就得了，攻心为上,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,2162000,8725,"(2019, 7, 23)",广东共青团,1724625,155,[脏话],10,Hong Kong Protests,Government,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,迪迦里面的那个“天使”,10,Hong Kong Protests,Famous Content Creator,喜欢,positive
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,畜牲,6,Hong Kong Protests,Government,厌恶,negative
4,185000,381,"(2019, 11, 23)",广东共青团,1724625,47,粤语标不标准又怎样，怎么这么多杠精,6,Hong Kong Protests,Government,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,那个日本人还真的是日本人,10,Hong Kong Protests,None,厌恶,negative
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,不应该无期或者死刑么,7,Hong Kong Protests,Media,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,那是因为手握屠龙刀,8,Hong Kong Protests,Influencer,厌恶,negative
4,630000,362,"(2019, 11, 19)",青春山东,461528,107,作大死,1,Hong Kong Protests,Government,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,通缉还行,8,Hong Kong Protests,Famous Content Creator,生气,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,干啥啥不行吃啥啥不剩,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,137000,112,"(2024, 10, 3)",草履虫学派,29320,28,别过来,2,Hong Kong Protests,None,厌恶,negative
4,497000,2488,"(2019, 8, 23)",浙江共青团,1543514,67,河北,8,Hong Kong Protests,Government,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,她姐姐死后也是有意识的！是故意害死他妹妹和主角的,1,Hong Kong Protests,None,生气,negative
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,支持拉斯维加斯脱美,10,Hong Kong Protests,Government,喜欢,positive
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,知识越多就越知道自己不知道的更多,9,Hong Kong Protests,Influencer,喜欢,positive
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,这类东西现实还有，而且真的这样，感觉很荒唐但是现实真有这种,8,Hong Kong Protests,None,厌恶,negative
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,雨女无瓜,8,Hong Kong Protests,Government,厌恶,negative
0,831000,3949,"(2020, 6, 9)",观视频工作室,3926461,146,合影合影,7,Hong Kong Protests,None,开心,positive
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,拿钱砸霍景良？,3,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,坐牢,6,Hong Kong Protests,Media,厌恶,negative
4,1950000,44000,"(2019, 8, 17)",共青团中央,11416573,130,商讨怎么向主子邀功么,7,Hong Kong Protests,Government,厌恶,negative
0,182000,525,"(2024, 8, 25)",装董百科,20832,127,早期的帮会还是和内地打行是一样的,3,Hong Kong Protests,None,厌恶,negative
5,2165000,4460,"(2019, 9, 1)",观察者网,7368397,53,要我们天津人说：这小Bk,8,Hong Kong Protests,Media,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,我天,3,Hong Kong Protests,None,开心,positive
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,致敬！,6,Hong Kong Protests,Media,喜欢,positive
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,文化支柱，中国已经处于不败之地了,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
